Time Series Search Export,Search term,Search filters,,Last update of Consumer prices data,Downloaded at,Source,Source URL,Download URL,About Consumer prices
,,FREQ:Frequency,M:Monthly,2026-03-26,2026-04-22 09:11 CEST,BIS,https://data.bis.org/topics/CPI/data?data_view=table&filter=UNIT_MEASURE%3D771%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2017%257C2018%257C2019%257C2025%257C2022%257C2021%257C2020%257C2024%257C2023%255EFREQ%3DM,https://data.bis.org/topics/CPI/data?data_view=table&filter=UNIT_MEASURE%3D771%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2017%257C2018%257C2019%257C2025%257C2022%257C2021%257C2020%257C2024%257C2023%255EFREQ%3DM&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/CPI
,,UNIT_MEASURE:Unit of measure,"771:Year-on-year changes, in per cent",,,,,,
,,YEAR:Year,"2010:,2011:,2012:,2013:,2014:,2015:,2016:,2017:,2018:,2019:,2025:,2022:,2021:,2020:,2024:,2023:",,,,,,
,,TOPIC:Topic,CPI:Consumer prices,,,,,,

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2014-11-30,F:Free,,A:Normal value,6.228848
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2014-12-31,F:Free,,A:Normal value,8.359133
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-01-31,F:Free,,A:Normal value,6.955582
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-02-28,F:Free,,A:Normal value,6.290439
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-03-31,F:Free,,A:Normal value,6.384125
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-04-30,F:Free,,A:Normal value,6.789403
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-05-31,F:Free,,A:Normal value,7.146059
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-06-30,F:Free,,A:Normal value,7.258281
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-07-31,F:Free,,A:Normal value,7.262273
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-08-31,F:Free,,A:Normal value,7.175559
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-09-30,F:Free,,A:Normal value,6.831153
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-10-31,F:Free,,A:Normal value,6.248908
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-11-30,F:Free,,A:Normal value,4.890649
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-12-31,F:Free,,A:Normal value,3.352941
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-01-31,F:Free,,A:Normal value,4.13613
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-02-29,F:Free,,A:Normal value,4.421711
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-03-31,F:Free,,A:Normal value,4.448008
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-04-30,F:Free,,A:Normal value,3.599361
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-05-31,F:Free,,A:Normal value,3.330544
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-06-30,F:Free,,A:Normal value,3.454303
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-07-31,F:Free,,A:Normal value,3.207983
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-08-31,F:Free,,A:Normal value,2.793067
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-09-30,F:Free,,A:Normal value,3.073888
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-10-31,F:Free,,A:Normal value,3.306737
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-11-30,F:Free,,A:Normal value,3.579051
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-12-31,F:Free,,A:Normal value,3.024636
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-01-31,F:Free,,A:Normal value,3.49458
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-02-28,F:Free,,A:Normal value,3.829649
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-03-31,F:Free,,A:Normal value,3.612121
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-04-30,F:Free,,A:Normal value,4.172417
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-05-31,F:Free,,A:Normal value,4.332685
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-06-30,F:Free,,A:Normal value,4.368815
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-07-31,F:Free,,A:Normal value,3.87535
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-08-31,F:Free,,A:Normal value,3.820027
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-09-30,F:Free,,A:Normal value,3.723786
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-10-31,F:Free,,A:Normal value,3.583088
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-11-30,F:Free,,A:Normal value,3.304803
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-12-31,F:Free,,A:Normal value,3.606661
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-01-31,F:Free,,A:Normal value,3.251524
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-02-28,F:Free,,A:Normal value,3.181535
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-03-31,F:Free,,A:Normal value,3.400406
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-04-30,F:Free,,A:Normal value,3.413076
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-05-31,F:Free,,A:Normal value,3.229062
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-06-30,F:Free,,A:Normal value,3.122109
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-07-31,F:Free,,A:Normal value,3.184615
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-08-31,F:Free,,A:Normal value,3.202217
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-09-30,F:Free,,A:Normal value,2.882841
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-10-31,F:Free,,A:Normal value,3.159351
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-11-30,F:Free,,A:Normal value,3.229766
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-12-31,F:Free,,A:Normal value,3.130713
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-01-31,F:Free,,A:Normal value,2.823618
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-02-28,F:Free,,A:Normal value,2.569528
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-03-31,F:Free,,A:Normal value,2.481521
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-04-30,F:Free,,A:Normal value,2.833245
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-05-31,F:Free,,A:Normal value,3.316039
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-06-30,F:Free,,A:Normal value,3.281752
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-07-31,F:Free,,A:Normal value,3.31743
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-08-31,F:Free,,A:Normal value,3.490714
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-09-30,F:Free,,A:Normal value,3.392363
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-10-31,F:Free,,A:Normal value,3.129657
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-11-30,F:Free,,A:Normal value,3.002378
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-12-31,F:Free,,A:Normal value,2.718074
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-01-31,F:Free,,A:Normal value,2.871004
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-02-29,F:Free,,A:Normal value,3.174201
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-03-31,F:Free,,A:Normal value,3.097704
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-04-30,F:Free,,A:Normal value,2.715097
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-05-31,F:Free,,A:Normal value,2.070706
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-06-30,F:Free,,A:Normal value,1.86218
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-07-31,F:Free,,A:Normal value,1.400172
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-08-31,F:Free,,A:Normal value,1.102702
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-09-30,F:Free,,A:Normal value,1.451819
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-10-31,F:Free,,A:Normal value,1.460234
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-11-30,F:Free,,A:Normal value,1.63261
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-12-31,F:Free,,A:Normal value,1.68
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-01-31,F:Free,,A:Normal value,1.55
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-02-28,F:Free,,A:Normal value,1.38
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-03-31,F:Free,,A:Normal value,1.37
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-04-30,F:Free,,A:Normal value,1.42
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-05-31,F:Free,,A:Normal value,1.68
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-06-30,F:Free,,A:Normal value,1.33
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-07-31,F:Free,,A:Normal value,1.52
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-08-31,F:Free,,A:Normal value,1.59
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-09-30,F:Free,,A:Normal value,1.6
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-10-31,F:Free,,A:Normal value,1.66
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-11-30,F:Free,,A:Normal value,1.75
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-12-31,F:Free,,A:Normal value,1.87
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-01-31,F:Free,,A:Normal value,2.18
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-02-28,F:Free,,A:Normal value,2.06
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-03-31,F:Free,,A:Normal value,2.64
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-04-30,F:Free,,A:Normal value,3.47
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-05-31,F:Free,,A:Normal value,3.55
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-06-30,F:Free,,A:Normal value,4.35
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-07-31,F:Free,,A:Normal value,4.94
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-08-31,F:Free,,A:Normal value,4.69
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-09-30,F:Free,,A:Normal value,5.95
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-10-31,F:Free,,A:Normal value,5.71
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-11-30,F:Free,,A:Normal value,5.42
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-12-31,F:Free,,A:Normal value,5.51
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-01-31,F:Free,,A:Normal value,5.104028
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-02-28,F:Free,,A:Normal value,5.384615
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-03-31,F:Free,,A:Normal value,5.006117
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-04-30,F:Free,,A:Normal value,4.353975
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-05-31,F:Free,,A:Normal value,4.08574
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-06-30,F:Free,,A:Normal value,3.535051
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-07-31,F:Free,,A:Normal value,3.1067
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-08-31,F:Free,,A:Normal value,3.446215
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-09-30,F:Free,,A:Normal value,2.291277
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-10-31,F:Free,,A:Normal value,2.639094
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-11-30,F:Free,,A:Normal value,2.979937
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-12-31,F:Free,,A:Normal value,2.806023
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-01-31,F:Free,,A:Normal value,2.574354
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-02-29,F:Free,,A:Normal value,2.754258
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-03-31,F:Free,,A:Normal value,3.04884
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-04-30,F:Free,,A:Normal value,3.000968
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-05-31,F:Free,,A:Normal value,2.842502
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-06-30,F:Free,,A:Normal value,2.507716
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-07-31,F:Free,,A:Normal value,2.127455
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-08-31,F:Free,,A:Normal value,2.118236
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-09-30,F:Free,,A:Normal value,1.836185
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-10-31,F:Free,,A:Normal value,1.707762
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-11-30,F:Free,,A:Normal value,1.54713
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-12-31,F:Free,,A:Normal value,1.569187
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-01-31,F:Free,,A:Normal value,0.760529
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-02-28,F:Free,,A:Normal value,-0.094715
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-03-31,F:Free,,A:Normal value,1.027042
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-04-30,F:Free,,A:Normal value,1.945489
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-05-31,F:Free,,A:Normal value,1.598195
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-06-30,F:Free,,A:Normal value,1.872412
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-07-31,F:Free,,A:Normal value,2.365916
"BIS,WS_LONG_CPI,1.0",M.ID.771,M:Monthly,ID:Indonesia,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-08-31,F:Free,,A:Normal value,2.310013
