Time Series Search Export,Search term,Search filters,,Last update of Consumer prices data,Downloaded at,Source,Source URL,Download URL,About Consumer prices
,,FREQ:Frequency,M:Monthly,2026-03-26,2026-04-22 09:11 CEST,BIS,https://data.bis.org/topics/CPI/data?data_view=table&filter=UNIT_MEASURE%3D771%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2017%257C2018%257C2019%257C2025%257C2022%257C2021%257C2020%257C2024%257C2023%255EFREQ%3DM,https://data.bis.org/topics/CPI/data?data_view=table&filter=UNIT_MEASURE%3D771%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2017%257C2018%257C2019%257C2025%257C2022%257C2021%257C2020%257C2024%257C2023%255EFREQ%3DM&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/CPI
,,UNIT_MEASURE:Unit of measure,"771:Year-on-year changes, in per cent",,,,,,
,,YEAR:Year,"2010:,2011:,2012:,2013:,2014:,2015:,2016:,2017:,2018:,2019:,2025:,2022:,2021:,2020:,2024:,2023:",,,,,,
,,TOPIC:Topic,CPI:Consumer prices,,,,,,

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-08-31,F:Free,,A:Normal value,-0.189659
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-09-30,F:Free,,A:Normal value,-0.585782
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-10-31,F:Free,,A:Normal value,-0.258578
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-11-30,F:Free,,A:Normal value,-0.249103
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2015-12-31,F:Free,,A:Normal value,-0.239449
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-01-31,F:Free,,A:Normal value,0.030139
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-02-29,F:Free,,A:Normal value,-0.090189
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-03-31,F:Free,,A:Normal value,-0.039952
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-04-30,F:Free,,A:Normal value,0.259714
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-05-31,F:Free,,A:Normal value,0.309907
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-06-30,F:Free,,A:Normal value,0.359892
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-07-31,F:Free,,A:Normal value,0.510971
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-08-31,F:Free,,A:Normal value,0.380038
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-09-30,F:Free,,A:Normal value,0.409468
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-10-31,F:Free,,A:Normal value,0.45867
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-11-30,F:Free,,A:Normal value,0.659275
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2016-12-31,F:Free,,A:Normal value,1.030103
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-01-31,F:Free,,A:Normal value,0.843628
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-02-28,F:Free,,A:Normal value,1.223671
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-03-31,F:Free,,A:Normal value,0.829337
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-04-30,F:Free,,A:Normal value,0.846867
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-05-31,F:Free,,A:Normal value,0.71756
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-06-30,F:Free,,A:Normal value,0.747086
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-07-31,F:Free,,A:Normal value,0.528309
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-08-31,F:Free,,A:Normal value,0.737272
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-09-30,F:Free,,A:Normal value,0.775811
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-10-31,F:Free,,A:Normal value,0.545906
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-11-30,F:Free,,A:Normal value,0.77404
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2017-12-31,F:Free,,A:Normal value,0.485052
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-01-31,F:Free,,A:Normal value,0.796733
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-02-28,F:Free,,A:Normal value,0.59453
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-03-31,F:Free,,A:Normal value,0.812605
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-04-30,F:Free,,A:Normal value,0.75084
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-05-31,F:Free,,A:Normal value,1.019197
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-06-30,F:Free,,A:Normal value,1.1667
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-07-31,F:Free,,A:Normal value,1.368369
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-08-31,F:Free,,A:Normal value,1.256058
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-09-30,F:Free,,A:Normal value,1.263324
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-10-31,F:Free,,A:Normal value,1.530109
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-11-30,F:Free,,A:Normal value,1.260463
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2018-12-31,F:Free,,A:Normal value,1.18215
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-01-31,F:Free,,A:Normal value,1.086849
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-02-28,F:Free,,A:Normal value,1.260835
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-03-31,F:Free,,A:Normal value,1.120613
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-04-30,F:Free,,A:Normal value,1.461071
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-05-31,F:Free,,A:Normal value,1.175433
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-06-30,F:Free,,A:Normal value,1.055512
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-07-31,F:Free,,A:Normal value,0.851022
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-08-31,F:Free,,A:Normal value,1.093964
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-09-30,F:Free,,A:Normal value,0.877193
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-10-31,F:Free,,A:Normal value,0.729217
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-11-30,F:Free,,A:Normal value,0.651561
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2019-12-31,F:Free,,A:Normal value,0.963879
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-01-31,F:Free,,A:Normal value,0.967647
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-02-29,F:Free,,A:Normal value,0.875486
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-03-31,F:Free,,A:Normal value,0.612423
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-04-30,F:Free,,A:Normal value,-0.357592
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-05-31,F:Free,,A:Normal value,-0.183948
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-06-30,F:Free,,A:Normal value,-0.096712
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-07-31,F:Free,,A:Normal value,0.581959
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-08-31,F:Free,,A:Normal value,0.193237
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-09-30,F:Free,,A:Normal value,0.193237
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-10-31,F:Free,,A:Normal value,0.19305
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-11-30,F:Free,,A:Normal value,0.193237
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2020-12-31,F:Free,,A:Normal value,0.192864
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-01-31,F:Free,,A:Normal value,0.871249
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-02-28,F:Free,,A:Normal value,0.867888
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-03-31,F:Free,,A:Normal value,1.352657
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-04-30,F:Free,,A:Normal value,2.133851
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-05-31,F:Free,,A:Normal value,2.230844
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-06-30,F:Free,,A:Normal value,2.032914
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-07-31,F:Free,,A:Normal value,1.92864
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-08-31,F:Free,,A:Normal value,2.217936
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-09-30,F:Free,,A:Normal value,2.507232
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-10-31,F:Free,,A:Normal value,3.179191
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-11-30,F:Free,,A:Normal value,3.760849
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2021-12-31,F:Free,,A:Normal value,3.46487
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-01-31,F:Free,,A:Normal value,4.414587
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-02-28,F:Free,,A:Normal value,4.58891
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-03-31,F:Free,,A:Normal value,5.815062
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-04-30,F:Free,,A:Normal value,5.698006
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-05-31,F:Free,,A:Normal value,7.020873
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-06-30,F:Free,,A:Normal value,7.779886
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-07-31,F:Free,,A:Normal value,7.757805
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-08-31,F:Free,,A:Normal value,7.54717
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-09-30,F:Free,,A:Normal value,8.09031
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-10-31,F:Free,,A:Normal value,8.309991
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-11-30,F:Free,,A:Normal value,9.107807
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2022-12-31,F:Free,,A:Normal value,9.116279
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-01-31,F:Free,,A:Normal value,8.455882
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-02-28,F:Free,,A:Normal value,8.775137
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-03-31,F:Free,,A:Normal value,7.927928
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-04-30,F:Free,,A:Normal value,7.906559
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-05-31,F:Free,,A:Normal value,6.826241
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-06-30,F:Free,,A:Normal value,6.25
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-07-31,F:Free,,A:Normal value,6.496927
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-08-31,F:Free,,A:Normal value,5.614035
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-09-30,F:Free,,A:Normal value,5.570061
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-10-31,F:Free,,A:Normal value,4.827586
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-11-30,F:Free,,A:Normal value,3.253833
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2023-12-31,F:Free,,A:Normal value,3.614663
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-01-31,F:Free,,A:Normal value,3.262712
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-02-29,F:Free,,A:Normal value,2.941176
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-03-31,F:Free,,A:Normal value,2.136895
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-04-30,F:Free,,A:Normal value,1.906744
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-05-31,F:Free,,A:Normal value,1.452282
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-06-30,F:Free,,A:Normal value,1.267606
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-07-31,F:Free,,A:Normal value,0.981039
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-08-31,F:Free,,A:Normal value,1.237542
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-09-30,F:Free,,A:Normal value,0.791426
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-10-31,F:Free,,A:Normal value,1.085526
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-11-30,F:Free,,A:Normal value,1.031183
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2024-12-31,F:Free,,A:Normal value,0.699358
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-01-31,F:Free,,A:Normal value,0.689372
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-02-28,F:Free,,A:Normal value,0.457143
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-03-31,F:Free,,A:Normal value,0.531219
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-04-30,F:Free,,A:Normal value,0.482066
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-05-31,F:Free,,A:Normal value,0.466258
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-06-30,F:Free,,A:Normal value,0.245439
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-07-31,F:Free,,A:Normal value,0.220426
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-08-31,F:Free,,A:Normal value,0.475839
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-09-30,F:Free,,A:Normal value,0.507116
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-10-31,F:Free,,A:Normal value,-0.187114
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-11-30,F:Free,,A:Normal value,-0.057157
"BIS,WS_LONG_CPI,1.0",M.FI.771,M:Monthly,FI:Finland,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2025-12-31,F:Free,,A:Normal value,0.228777
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-01-31,F:Free,,A:Normal value,1.110676
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-02-28,F:Free,,A:Normal value,1.288727
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-03-31,F:Free,,A:Normal value,1.585033
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-04-30,F:Free,,A:Normal value,1.686341
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-05-31,F:Free,,A:Normal value,1.644865
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-06-30,F:Free,,A:Normal value,1.513583
"BIS,WS_LONG_CPI,1.0",M.FR.771,M:Monthly,FR:France,"771:Year-on-year changes, in per cent","Year-on-year changes, in per cent",Units,2010-07-31,F:Free,,A:Normal value,1.676195
